VAR	ENSEMBL	NAME
ZNF334	ENSG00000198185	zinc finger protein 334
RPS6KL1	ENSG00000198208	ribosomal protein S6 kinase like 1
CSF2RA	ENSG00000198223	colony stimulating factor 2 receptor subunit alpha
FKBP1C	ENSG00000198225	FKBP prolyl isomerase 1C
TMEM116	ENSG00000198270	transmembrane protein 116
CARD11	ENSG00000198286	caspase recruitment domain family member 11
PEG3	ENSG00000198300	paternally expressed 3
PHETA1	ENSG00000198324	PH domain containing endocytic trafficking adaptor 1
ASPH	ENSG00000198363	aspartate beta-hydroxylase
SPRED2	ENSG00000198369	sprouty related EVH1 domain containing 2
WWP2	ENSG00000198373	WW domain containing E3 ubiquitin protein ligase 2
GFPT1	ENSG00000198380	glutamine--fructose-6-phosphate transaminase 1
TPTE2P3	ENSG00000198384	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 3
NTRK1	ENSG00000198400	neurotrophic receptor tyrosine kinase 1
MT1F	ENSG00000198417	metallothionein 1F
TXNRD1	ENSG00000198431	thioredoxin reductase 1
ZNF568	ENSG00000198453	zinc finger protein 568
FLVCR1-DT	ENSG00000198468	FLVCR1 divergent transcript
HLA-DRB5	ENSG00000198502	major histocompatibility complex, class II, DR beta 5
ATL1	ENSG00000198513	atlastin GTPase 1
MAFK	ENSG00000198517	MAF bZIP transcription factor K
ARMH1	ENSG00000198520	armadillo like helical domain containing 1
CTNND1	ENSG00000198561	catenin delta 1
NUDT16	ENSG00000198585	nudix hydrolase 16
ZNF536	ENSG00000198597	zinc finger protein 536
MMP17	ENSG00000198598	matrix metallopeptidase 17
BAZ1A	ENSG00000198604	bromodomain adjacent to zinc finger domain 1A
CCDC69	ENSG00000198624	coiled-coil domain containing 69
KLHL9	ENSG00000198642	kelch like family member 9
STK39	ENSG00000198648	serine/threonine kinase 39
CALM1	ENSG00000198668	calmodulin 1
TUSC1	ENSG00000198680	tumor suppressor candidate 1
SLC9A6	ENSG00000198689	solute carrier family 9 member A6
ABCA4	ENSG00000198691	ATP binding cassette subfamily A member 4
GLMP	ENSG00000198715	glycosylated lysosomal membrane protein
DLL1	ENSG00000198719	delta like canonical Notch ligand 1
UNC13B	ENSG00000198722	unc-13 homolog B
PPP1R14C	ENSG00000198729	protein phosphatase 1 regulatory inhibitor subunit 14C
CTR9	ENSG00000198730	CTR9 homolog, Paf1/RNA polymerase II complex component
SMOC1	ENSG00000198732	SPARC related modular calcium binding 1
ZNF652	ENSG00000198740	zinc finger protein 652
CDC42BPB	ENSG00000198752	CDC42 binding protein kinase beta
COLGALT2	ENSG00000198756	collagen beta(1-O)galactosyltransferase 2
FAM169A	ENSG00000198780	family with sequence similarity 169 member A
SCAMP5	ENSG00000198794	secretory carrier membrane protein 5
ZNF521	ENSG00000198795	zinc finger protein 521
BRINP2	ENSG00000198797	BMP/retinoic acid inducible neural specific 2
PAX9	ENSG00000198807	paired box 9
ZNF358	ENSG00000198816	zinc finger protein 358
SFT2D1	ENSG00000198818	SFT2 domain containing 1
INPP5F	ENSG00000198825	inositol polyphosphate-5-phosphatase F
UBE2J1	ENSG00000198833	ubiquitin conjugating enzyme E2 J1
GJC2	ENSG00000198835	gap junction protein gamma 2
STYXL2	ENSG00000198842	serine/threonine/tyrosine interacting like 2
TOX	ENSG00000198846	thymocyte selection associated high mobility group box
RUSC2	ENSG00000198853	RUN and SH3 domain containing 2
FICD	ENSG00000198855	FIC domain protein adenylyltransferase
CCDC152	ENSG00000198865	coiled-coil domain containing 152
GRK5	ENSG00000198873	G protein-coupled receptor kinase 5
TYW1	ENSG00000198874	tRNA-yW synthesizing protein 1 homolog
SFMBT2	ENSG00000198879	Scm like with four mbt domains 2
PRC1	ENSG00000198901	protein regulator of cytokinesis 1
BHLHB9	ENSG00000198908	basic helix-loop-helix family member b9
MAP3K3	ENSG00000198909	mitogen-activated protein kinase kinase kinase 3
L1CAM	ENSG00000198910	L1 cell adhesion molecule
POU3F3	ENSG00000198914	POU class 3 homeobox 3
RASGEF1A	ENSG00000198915	RasGEF domain family member 1A
NOS1AP	ENSG00000198929	nitric oxide synthase 1 adaptor protein
GPRASP1	ENSG00000198932	G protein-coupled receptor associated sorting protein 1
TBKBP1	ENSG00000198933	TBK1 binding protein 1
MAGEE1	ENSG00000198934	MAGE family member E1
L3MBTL3	ENSG00000198945	L3MBTL histone methyl-lysine binding protein 3
DMD	ENSG00000198947	dystrophin
RORB	ENSG00000198963	RAR related orphan receptor B
SNORD6	ENSG00000202314	small nucleolar RNA, C/D box 6
RNA5SP283	ENSG00000202474	RNA, 5S ribosomal pseudogene 283
EFCAB2	ENSG00000203666	EF-hand calcium binding domain 2
IBA57-DT	ENSG00000203684	IBA57 divergent transcript
LINC02487	ENSG00000203688	long intergenic non-protein coding RNA 2487
CAPN8	ENSG00000203697	calpain 8
CR1	ENSG00000203710	complement C3b/C4b receptor 1 (Knops blood group)
FAM229B	ENSG00000203778	family with sequence similarity 229 member B
DDO	ENSG00000203797	D-aspartate oxidase
CCDC162P	ENSG00000203799	coiled-coil domain containing 162, pseudogene
BVES-AS1	ENSG00000203808	BVES antisense RNA 1
RTL8A	ENSG00000203950	retrotransposon Gag like 8A
ZYG11A	ENSG00000203995	zyg-11 family member A, cell cycle regulator
LCN8	ENSG00000204001	lipocalin 8
LINC00963	ENSG00000204054	long intergenic non-protein coding RNA 963
FOXO6	ENSG00000204060	forkhead box O6
LINC00951	ENSG00000204092	long intergenic non-protein coding RNA 951
CHIC1	ENSG00000204116	cysteine rich hydrophobic domain 1
NHSL2	ENSG00000204131	NHS like 2
ASAH2B	ENSG00000204147	N-acylsphingosine amidohydrolase 2B
TMEM273	ENSG00000204161	transmembrane protein 273
BMS1P1	ENSG00000204177	BMS1 pseudogene 1
BMPR2	ENSG00000204217	bone morphogenetic protein receptor type 2
TCEA3	ENSG00000204219	transcription elongation factor A3
HSD17B8	ENSG00000204228	hydroxysteroid 17-beta dehydrogenase 8
HLA-DOA	ENSG00000204252	major histocompatibility complex, class II, DO alpha
HNRNPCP2	ENSG00000204253	heterogeneous nuclear ribonucleoprotein C pseudogene 2
HLA-DMA	ENSG00000204257	major histocompatibility complex, class II, DM alpha
COL5A2	ENSG00000204262	collagen type V alpha 2 chain
NBDY	ENSG00000204272	negative regulator of P-body association
HLA-DRA	ENSG00000204287	major histocompatibility complex, class II, DR alpha
NOTCH4	ENSG00000204301	notch receptor 4
PRRT1	ENSG00000204314	proline rich transmembrane protein 1
FKBPL	ENSG00000204315	FKBP prolyl isomerase like
SMIM5	ENSG00000204323	small integral membrane protein 5
HSPA1A	ENSG00000204389	heat shock protein family A (Hsp70) member 1A
VWA7	ENSG00000204396	von Willebrand factor A domain containing 7
GPANK1	ENSG00000204438	G-patch domain and ankyrin repeats 1
AIF1	ENSG00000204472	allograft inflammatory factor 1
LST1	ENSG00000204482	leukocyte specific transcript 1
MICB	ENSG00000204516	MHC class I polypeptide-related sequence B
MICA	ENSG00000204520	MHC class I polypeptide-related sequence A
DDR1	ENSG00000204580	discoidin domain receptor tyrosine kinase 1
LINC01257	ENSG00000204603	long intergenic non-protein coding RNA 1257
HLA-J	ENSG00000204622	major histocompatibility complex, class I, J (pseudogene)
DISP3	ENSG00000204624	dispatched RND transporter family member 3
HLA-G	ENSG00000204632	major histocompatibility complex, class I, G
TBC1D8	ENSG00000204634	TBC1 domain family member 8
HLA-F	ENSG00000204642	major histocompatibility complex, class I, F
ZFP57	ENSG00000204644	ZFP57 zinc finger protein
FAM153CP	ENSG00000204677	family with sequence similarity 153 member C, pseudogene
MIR1915HG	ENSG00000204682	MIR1915 host gene
ZNF204P	ENSG00000204789	zinc finger protein 204, pseudogene
SMPD5	ENSG00000204791	sphingomyelin phosphodiesterase 5 (pseudogene)
PNMA8B	ENSG00000204851	PNMA family member 8B
TCTN1	ENSG00000204852	tectonic family member 1
ZNF155	ENSG00000204920	zinc finger protein 155
ATP6V0E2-AS1	ENSG00000204934	ATP6V0E2 antisense RNA 1
ZNF783	ENSG00000204946	zinc finger family member 783
PCDHGA1	ENSG00000204956	protocadherin gamma subfamily A, 1
ARHGEF34P	ENSG00000204959	Rho guanine nucleotide exchange factor 34, pseudogene
BLACE	ENSG00000204960	B cell acute lymphoblastic leukemia expressed
PRSS1	ENSG00000204983	serine protease 1
SYCE1L	ENSG00000205078	synaptonemal complex central element protein 1 like
TMEM231	ENSG00000205084	transmembrane protein 231
LINC00654	ENSG00000205181	long intergenic non-protein coding RNA 654
C4orf46	ENSG00000205208	chromosome 4 open reading frame 46
SCGB2B2	ENSG00000205209	secretoglobin family 2B member 2
LGR4	ENSG00000205213	leucine rich repeat containing G protein-coupled receptor 4
PDE7A	ENSG00000205268	phosphodiesterase 7A
TMEM170B	ENSG00000205269	transmembrane protein 170B
SNX2	ENSG00000205302	sorting nexin 2
NT5M	ENSG00000205309	5',3'-nucleotidase, mitochondrial
ADGRG1	ENSG00000205336	adhesion G protein-coupled receptor G1
IPO7	ENSG00000205339	importin 7
CNEP1R1	ENSG00000205423	CTD nuclear envelope phosphatase 1 regulatory subunit 1
TP53TG3D	ENSG00000205456	TP53 target 3D
ATP6AP1L	ENSG00000205464	ATPase H+ transporting accessory protein 1 like
CCDC85C	ENSG00000205476	coiled-coil domain containing 85C
NAP1L4	ENSG00000205531	nucleosome assembly protein 1 like 4
SMN2	ENSG00000205571	survival of motor neuron 2, centromeric
HMGN1	ENSG00000205581	high mobility group nucleosome binding domain 1
STAG3L1	ENSG00000205583	stromal antigen 3-like 1 (pseudogene)
MUC19	ENSG00000205592	mucin 19, oligomeric
DENND6B	ENSG00000205593	DENN domain containing 6B
EIF3CL	ENSG00000205609	eukaryotic translation initiation factor 3 subunit C like
LINC01597	ENSG00000205611	long intergenic non-protein coding RNA 1597
FAM239B	ENSG00000205663	family with sequence similarity 239 member B
DPF3	ENSG00000205683	double PHD fingers 3
ADARB2-AS1	ENSG00000205696	ADARB2 antisense RNA 1
ITSN1	ENSG00000205726	intersectin 1
ITPRIPL2	ENSG00000205730	ITPRIP like 2
CRLF2	ENSG00000205755	cytokine receptor like factor 2
RP9P	ENSG00000205763	RP9 pseudogene
ARRDC5	ENSG00000205784	arrestin domain containing 5
KLRC3	ENSG00000205810	killer cell lectin like receptor C3
LINC00487	ENSG00000205837	long intergenic non-protein coding RNA 487
NYNRIN	ENSG00000205978	NYN domain and retroviral integrase containing
C18orf63	ENSG00000206043	chromosome 18 open reading frame 63
IGLL3P	ENSG00000206066	immunoglobulin lambda like polypeptide 3, pseudogene
ZDHHC11B	ENSG00000206077	zinc finger DHHC-type containing 11B
EGFEM1P	ENSG00000206120	EGF like and EMI domain containing 1, pseudogene
GOLGA8O	ENSG00000206127	golgin A8 family member O
HERC2P9	ENSG00000206149	hect domain and RLD 2 pseudogene 9
ATP10A	ENSG00000206190	ATPase phospholipid transporting 10A (putative)
HCP5	ENSG00000206337	HLA complex P5
HLA-H	ENSG00000206341	major histocompatibility complex, class I, H (pseudogene)
TMEM200C	ENSG00000206432	transmembrane protein 200C
LNP1	ENSG00000206535	leukemia NUP98 fusion partner 1
TRIM71	ENSG00000206557	tripartite motif containing 71
ANKRD28	ENSG00000206560	ankyrin repeat domain 28
COLQ	ENSG00000206561	collagen like tail subunit of asymmetric acetylcholinesterase
XKR4	ENSG00000206579	XK related 4
RNU6-242P	ENSG00000207087	RNA, U6 small nuclear 242, pseudogene
MIR25	ENSG00000207547	microRNA 25
MIR221	ENSG00000207870	microRNA 221
DIO2	ENSG00000211448	iodothyronine deiodinase 2
STK38L	ENSG00000211455	serine/threonine kinase 38 like
IGKJ5	ENSG00000211593	immunoglobulin kappa joining 5
IGKJ4	ENSG00000211594	immunoglobulin kappa joining 4
IGKJ3	ENSG00000211595	immunoglobulin kappa joining 3
IGKV5-2	ENSG00000211599	immunoglobulin kappa variable 5-2
IGKV6-21	ENSG00000211611	immunoglobulin kappa variable 6-21 (non-functional)
IGLV4-60	ENSG00000211639	immunoglobulin lambda variable 4-60
IGLV10-54	ENSG00000211642	immunoglobulin lambda variable 10-54
IGLV1-51	ENSG00000211644	immunoglobulin lambda variable 1-51
IGLV5-45	ENSG00000211650	immunoglobulin lambda variable 5-45
IGLV3-16	ENSG00000211665	immunoglobulin lambda variable 3-16
IGLV3-12	ENSG00000211667	immunoglobulin lambda variable 3-12
IGLV3-10	ENSG00000211669	immunoglobulin lambda variable 3-10
IGLV4-3	ENSG00000211672	immunoglobulin lambda variable 4-3
IGLJ3	ENSG00000211678	immunoglobulin lambda joining 3
IGLC7	ENSG00000211685	immunoglobulin lambda constant 7
TRGC1	ENSG00000211689	T cell receptor gamma constant 1
TRGV9	ENSG00000211695	T cell receptor gamma variable 9
TRGV8	ENSG00000211696	T cell receptor gamma variable 8
TRGV5	ENSG00000211697	T cell receptor gamma variable 5
TRGV4	ENSG00000211698	T cell receptor gamma variable 4
TRGV3	ENSG00000211699	T cell receptor gamma variable 3
TRBV20-1	ENSG00000211747	T cell receptor beta variable 20-1
TRBV23-1	ENSG00000211749	T cell receptor beta variable 23-1 (non-functional)
TRBV27	ENSG00000211752	T cell receptor beta variable 27
TRBV28	ENSG00000211753	T cell receptor beta variable 28
TRBJ2-3	ENSG00000211767	T cell receptor beta joining 2-3
TRBJ2-7	ENSG00000211771	T cell receptor beta joining 2-7
TRAV8-4	ENSG00000211790	T cell receptor alpha variable 8-4
TRAV13-2	ENSG00000211791	T cell receptor alpha variable 13-2
TRAV27	ENSG00000211809	T cell receptor alpha variable 27
TRDV2	ENSG00000211821	T cell receptor delta variable 2
TRAJ7	ENSG00000211882	T cell receptor alpha joining 7
TRAJ6	ENSG00000211883	T cell receptor alpha joining 6
TRAJ4	ENSG00000211885	T cell receptor alpha joining 4
TRAJ3	ENSG00000211886	T cell receptor alpha joining 3
IGHG3	ENSG00000211897	immunoglobulin heavy constant gamma 3 (G3m marker)
IGHD	ENSG00000211898	immunoglobulin heavy constant delta
IGHM	ENSG00000211899	immunoglobulin heavy constant mu
IGHJ6	ENSG00000211900	immunoglobulin heavy joining 6
IGHJ2	ENSG00000211904	immunoglobulin heavy joining 2
IGHJ1	ENSG00000211905	immunoglobulin heavy joining 1
IGHD3-3	ENSG00000211930	immunoglobulin heavy diversity 3-3
IGHD2-2	ENSG00000211931	immunoglobulin heavy diversity 2-2
IGHV6-1	ENSG00000211933	immunoglobulin heavy variable 6-1
IGHV1-2	ENSG00000211934	immunoglobulin heavy variable 1-2
IGHV1-3	ENSG00000211935	immunoglobulin heavy variable 1-3
IGHV2-5	ENSG00000211937	immunoglobulin heavy variable 2-5
IGHV3-11	ENSG00000211941	immunoglobulin heavy variable 3-11
IGHV3-13	ENSG00000211942	immunoglobulin heavy variable 3-13
IGHV2-26	ENSG00000211951	immunoglobulin heavy variable 2-26
IGHV3-33	ENSG00000211955	immunoglobulin heavy variable 3-33
IGHV4-34	ENSG00000211956	immunoglobulin heavy variable 4-34
IGHV3-38	ENSG00000211958	immunoglobulin heavy variable 3-38 (non-functional)
IGHV4-39	ENSG00000211959	immunoglobulin heavy variable 4-39
IGHV1-45	ENSG00000211961	immunoglobulin heavy variable 1-45
IGHV5-51	ENSG00000211966	immunoglobulin heavy variable 5-51
IGHV3-53	ENSG00000211967	immunoglobulin heavy variable 3-53
IGHV1-58	ENSG00000211968	immunoglobulin heavy variable 1-58
IGHV3-66	ENSG00000211972	immunoglobulin heavy variable 3-66
IGHV1-69	ENSG00000211973	immunoglobulin heavy variable 1-69
IGHV2-70D	ENSG00000211974	immunoglobulin heavy variable 2-70D
IGHV3-73	ENSG00000211976	immunoglobulin heavy variable 3-73
PRR22	ENSG00000212123	proline rich 22
LINC02693	ENSG00000212719	long intergenic non-protein coding RNA 2693
LINC02656	ENSG00000212743	long intergenic non-protein coding RNA 2656
RTL8B	ENSG00000212747	retrotransposon Gag like 8B
RNF208	ENSG00000212864	ring finger protein 208
COX20P1	ENSG00000213025	COX20 pseudogene 1
DENND1B	ENSG00000213047	DENN domain containing 1B
LPAL2	ENSG00000213071	lipoprotein(a) like 2, pseudogene
CRIP1	ENSG00000213145	cysteine rich protein 1
CNN2P9	ENSG00000213149	calponin 2 pseudogene 9
KLHL23	ENSG00000213160	kelch like family member 23
FAM24B	ENSG00000213185	family with sequence similarity 24 member B
TRIM59	ENSG00000213186	tripartite motif containing 59
TCL1B	ENSG00000213231	TCL1 family AKT coactivator B
YWHAZP2	ENSG00000213236	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 2
MXD3	ENSG00000213347	MAX dimerization protein 3
LINC00671	ENSG00000213373	long intergenic non-protein coding RNA 671
PTPRCAP	ENSG00000213402	protein tyrosine phosphatase receptor type C associated protein
HSPD1P1	ENSG00000213430	heat shock protein family D (Hsp60) member 1 pseudogene 1
NPM1P7	ENSG00000213443	nucleophosmin 1 pseudogene 7
STIMATE	ENSG00000213533	STIM activating enhancer
C8orf82	ENSG00000213563	chromosome 8 open reading frame 82
VDAC1	ENSG00000213585	voltage dependent anion channel 1
TMX2	ENSG00000213593	thioredoxin related transmembrane protein 2
LEPROT	ENSG00000213625	leptin receptor overlapping transcript
LBH	ENSG00000213626	LBH regulator of WNT signaling pathway
TREX1	ENSG00000213689	three prime repair exonuclease 1
SEC14L1P1	ENSG00000213693	SEC14 like 1 pseudogene 1
S1PR3	ENSG00000213694	sphingosine-1-phosphate receptor 3
HMGB1P10	ENSG00000213707	high mobility group box 1 pseudogene 10
DDAH2	ENSG00000213722	dimethylarginine dimethylaminohydrolase 2
ATP6V1G2	ENSG00000213760	ATPase H+ transporting V1 subunit G2
KLRK1	ENSG00000213809	killer cell lectin like receptor K1
EMP2	ENSG00000213853	epithelial membrane protein 2
CNN2P6	ENSG00000213854	calponin 2 pseudogene 6
KCTD11	ENSG00000213859	potassium channel tetramerization domain containing 11
IRF9	ENSG00000213928	interferon regulatory factor 9
NUDT19	ENSG00000213965	nudix hydrolase 19
TAX1BP3	ENSG00000213977	Tax1 binding protein 3
AP1G2	ENSG00000213983	adaptor related protein complex 1 subunit gamma 2
ZNF90	ENSG00000213988	zinc finger protein 90
NAXD	ENSG00000213995	NAD(P)HX dehydratase
RRM2P3	ENSG00000214018	ribonucleotide reductase M2 polypeptide pseudogene 3
ARL16	ENSG00000214087	ADP ribosylation factor like GTPase 16
LDHAP4	ENSG00000214110	lactate dehydrogenase A pseudogene 4
LYRM4	ENSG00000214113	LYR motif containing 4
PRCD	ENSG00000214140	photoreceptor disc component
LINC00887	ENSG00000214145	long intergenic non-protein coding RNA 887
SH3D21	ENSG00000214193	SH3 domain containing 21
HNRNPA1P10	ENSG00000214223	heterogeneous nuclear ribonucleoprotein A1 pseudogene 10
C17orf67	ENSG00000214226	chromosome 17 open reading frame 67
COLCA2	ENSG00000214290	colorectal cancer associated 2
APTR	ENSG00000214293	Alu-mediated CDKN1A/p21 transcriptional regulator
TUBAP2	ENSG00000214391	tubulin alpha pseudogene 2
LRRC37A4P	ENSG00000214425	leucine rich repeat containing 37 member A4, pseudogene
FAM185BP	ENSG00000214439	family with sequence similarity 185 member B, pseudogene
TPT1P6	ENSG00000214460	tumor protein, translationally-controlled 1 pseudogene 6
PPME1	ENSG00000214517	protein phosphatase methylesterase 1
STARD10	ENSG00000214530	StAR related lipid transfer domain containing 10
RPS4XP3	ENSG00000214541	ribosomal protein S4X pseudogene 3
MEG3	ENSG00000214548	maternally expressed 3
NUTM2D	ENSG00000214562	NUT family member 2D
CAPN14	ENSG00000214711	calpain 14
MS4A4E	ENSG00000214787	membrane spanning 4-domains A4E
TUBA5P	ENSG00000214796	tubulin alpha 5, pseudogene
MTCP1	ENSG00000214827	mature T cell proliferation 1
LINC00243	ENSG00000214894	long intergenic non-protein coding RNA 243
PPIAP29	ENSG00000214975	peptidylprolyl isomerase A pseudogene 29
RTL10	ENSG00000215012	retrotransposon Gag like 10
RPL13P12	ENSG00000215030	ribosomal protein L13 pseudogene 12
CD27-AS1	ENSG00000215039	CD27 antisense RNA 1
TTC3P1	ENSG00000215105	tetratricopeptide repeat domain 3 pseudogene 1
UBXN2B	ENSG00000215114	UBX domain protein 2B
PEX26	ENSG00000215193	peroxisomal biogenesis factor 26
UBE2QL1	ENSG00000215218	ubiquitin conjugating enzyme E2 Q family like 1
UBA52P6	ENSG00000215221	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 6
LINC02449	ENSG00000215241	long intergenic non-protein coding RNA 2449
LINC02649	ENSG00000215244	long intergenic non-protein coding RNA 2649
GOLGA8B	ENSG00000215252	golgin A8 family member B
FAM66B	ENSG00000215374	family with sequence similarity 66 member B
MYL5	ENSG00000215375	myosin light chain 5
MIR99AHG	ENSG00000215386	mir-99a-let-7c cluster host gene
PSMA6P1	ENSG00000215414	proteasome subunit alpha 6 pseudogene 1
SIAH3	ENSG00000215475	siah E3 ubiquitin protein ligase family member 3
LINC00598	ENSG00000215483	long intergenic non-protein coding RNA 598
FRG1JP	ENSG00000215548	FSHD region gene 1 family member J, pseudogene
ANKRD20A11P	ENSG00000215559	ankyrin repeat domain 20 family member A11, pseudogene
GAB4	ENSG00000215568	GRB2 associated binding protein family member 4
ARHGAP27P1-BPTFP1-KPNA2P3	ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene
TNFRSF25	ENSG00000215788	TNF receptor superfamily member 25
LINC01139	ENSG00000215808	long intergenic non-protein coding RNA 1139
LY86-AS1	ENSG00000216863	LY86 antisense RNA 1
TPT1P4	ENSG00000217027	tumor protein, translationally-controlled 1 pseudogene 4
IQCB2P	ENSG00000217539	IQ motif containing B2 pseudogene
ADAMTS7P4	ENSG00000218052	ADAMTS7 pseudogene 4
TENM3	ENSG00000218336	teneurin transmembrane protein 3
TAFA5	ENSG00000219438	TAFA chemokine like family member 5
NBPF1	ENSG00000219481	NBPF member 1
PPP1R3G	ENSG00000219607	protein phosphatase 1 regulatory subunit 3G
FAM228B	ENSG00000219626	family with sequence similarity 228 member B
ZGLP1	ENSG00000220201	zinc finger GATA like protein 1
H2BC19P	ENSG00000220323	H2B clustered histone 19, pseudogene
MTMR9LP	ENSG00000220785	myotubularin related protein 9 like, pseudogene
LINC01881	ENSG00000220804	long intergenic non-protein coding RNA 1881
RNU6ATAC18P	ENSG00000221340	RNA, U6atac small nuclear 18, pseudogene
PPP3CB-AS1	ENSG00000221817	PPP3CB antisense RNA 1 (head to head)
NPTXR	ENSG00000221890	neuronal pentraxin receptor
TRIM16	ENSG00000221926	tripartite motif containing 16
SLC12A8	ENSG00000221955	solute carrier family 12 member 8
APOL6	ENSG00000221963	apolipoprotein L6
FADS3	ENSG00000221968	fatty acid desaturase 3
RAB6C	ENSG00000222014	RAB6C, member RAS oncogene family
IGLC6	ENSG00000222037	immunoglobulin lambda constant 6
IGLV9-49	ENSG00000223350	immunoglobulin lambda variable 9-49
RPS10P7	ENSG00000223396	ribosomal protein S10 pseudogene 7
LINC01825	ENSG00000223466	long intergenic non-protein coding RNA 1825
RPL23AP53	ENSG00000223508	ribosomal protein L23a pseudogene 53
TMSB4XP4	ENSG00000223551	TMSB4X pseudogene 4
IGHV3-64	ENSG00000223648	immunoglobulin heavy variable 3-64
LINC01422	ENSG00000223704	long intergenic non-protein coding RNA 1422
TSSC2	ENSG00000223756	tumor suppressing subtransferable candidate 2 (pseudogene)
CD99P1	ENSG00000223773	CD99 molecule pseudogene 1
LINC00114	ENSG00000223806	long intergenic non-protein coding RNA 114
CFL1P1	ENSG00000223820	cofilin 1 pseudogene 1
HLA-DPB1	ENSG00000223865	major histocompatibility complex, class II, DP beta 1
MIR4432HG	ENSG00000223929	MIR4432 host gene
CCNT2-AS1	ENSG00000224043	CCNT2 antisense RNA 1
SNHG14	ENSG00000224078	small nucleolar RNA host gene 14
SLC44A3-AS1	ENSG00000224081	SLC44A3 antisense RNA 1
PPM1F-AS1	ENSG00000224086	PPM1F antisense RNA 1
BCAR3-AS1	ENSG00000224093	BCAR3 antisense RNA 1
ASH2LP1	ENSG00000224144	ASH2L pseudogene 1
MIR3681HG	ENSG00000224184	MIR3681 host gene
LINC01133	ENSG00000224259	long intergenic non-protein coding RNA 1133
SLC25A5-AS1	ENSG00000224281	SLC25A5 antisense RNA 1
MSL3P1	ENSG00000224287	MSL complex subunit 3 pseudogene 1
IGHV4-59	ENSG00000224373	immunoglobulin heavy variable 4-59
PELATON	ENSG00000224397	plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation
HSP90AA2P	ENSG00000224411	heat shock protein 90 alpha family class A member 2, pseudogene
LINC00539	ENSG00000224429	long intergenic non-protein coding RNA 539
NME2P2	ENSG00000224443	NME2 pseudogene 2
SMIM13	ENSG00000224531	small integral membrane protein 13
EIF4BP3	ENSG00000224546	eukaryotic translation initiation factor 4B pseudogene 3
HLA-DPB2	ENSG00000224557	major histocompatibility complex, class II, DP beta 2 (pseudogene)
HNRNPA1P48	ENSG00000224578	heterogeneous nuclear ribonucleoprotein A1 pseudogene 48
SVIL-AS1	ENSG00000224597	SVIL antisense RNA 1
RTCA-AS1	ENSG00000224616	RTCA antisense RNA 1
IMPDH1P8	ENSG00000224728	inosine monophosphate dehydrogenase 1 pseudogene 8
MUC20P1	ENSG00000224769	mucin 20, cell surface associated pseudogene 1
RPL32P1	ENSG00000224796	ribosomal protein L32 pseudogene 1
TMEM72-AS1	ENSG00000224812	TMEM72 antisense RNA 1
RPL29P11	ENSG00000224858	ribosomal protein L29 pseudogene 11
LINC00863	ENSG00000224914	long intergenic non-protein coding RNA 863
TMEM233	ENSG00000224982	transmembrane protein 233
EIF4BP7	ENSG00000225031	eukaryotic translation initiation factor 4B pseudogene 7
RPL3P7	ENSG00000225093	ribosomal protein L3 pseudogene 7
PSME2P2	ENSG00000225131	proteasome activator subunit 2 pseudogene 2
SLC9A3-AS1	ENSG00000225138	SLC9A3 antisense RNA 1
GOLGA2P7	ENSG00000225151	GOLGA2 pseudogene 7
LINC00092	ENSG00000225194	long intergenic non-protein coding RNA 92
DUXAP9	ENSG00000225210	double homeobox A pseudogene 9
HSPA7	ENSG00000225217	heat shock protein family A (Hsp70) member 7 (pseudogene)
LINC02470	ENSG00000225231	long intergenic non-protein coding RNA 2470
ZNRF2P2	ENSG00000225264	zinc and ring finger 2 pseudogene 2
LINC01770	ENSG00000225285	long intergenic non-protein coding RNA 1770
NRSN2-AS1	ENSG00000225377	NRSN2 antisense RNA 1
LINC01504	ENSG00000225434	long intergenic non-protein coding RNA 1504
RAB6C-AS1	ENSG00000225449	RAB6C antisense RNA 1
GBP1P1	ENSG00000225492	guanylate binding protein 1 pseudogene 1
ZNF469	ENSG00000225614	zinc finger protein 469
IGHV3-72	ENSG00000225698	immunoglobulin heavy variable 3-72
FGD5-AS1	ENSG00000225733	FGD5 antisense RNA 1
DBH-AS1	ENSG00000225756	DBH antisense RNA 1
TRAM2-AS1	ENSG00000225791	TRAM2 antisense RNA 1 (head to head)
UBXN7-AS1	ENSG00000225822	UBXN7 antisense RNA 1
LINC01529	ENSG00000225872	long intergenic non-protein coding RNA 1529
C3orf86	ENSG00000225873	chromosome 3 putative open reading frame 86
TSBP1-AS1	ENSG00000225914	TSBP1 and BTNL2 antisense RNA 1
LINC01875	ENSG00000225942	long intergenic non-protein coding RNA 1875
NRIR	ENSG00000225964	negative regulator of interferon response
ELFN1	ENSG00000225968	extracellular leucine rich repeat and fibronectin type III domain containing 1
HAR1A	ENSG00000225978	highly accelerated region 1A
GTF2IP14	ENSG00000226002	general transcription factor IIi pseudogene 14
MEMO1P1	ENSG00000226054	mediator of cell motility 1 pseudogene 1
LINC00623	ENSG00000226067	long intergenic non-protein coding RNA 623
