VAR	ENSEMBL	NAME
P4HTM	ENSG00000178467	prolyl 4-hydroxylase, transmembrane
DTX3	ENSG00000178498	deltex E3 ubiquitin ligase 3
MAF	ENSG00000178573	MAF bZIP transcription factor
CTNNBIP1	ENSG00000178585	catenin beta interacting protein 1
KCTD12	ENSG00000178695	potassium channel tetramerization domain containing 12
RPP25	ENSG00000178718	ribonuclease P and MRP subunit p25
GP5	ENSG00000178732	glycoprotein V platelet
ZHX2	ENSG00000178764	zinc fingers and homeoboxes 2
CPNE7	ENSG00000178773	copine 7
CD300LB	ENSG00000178789	CD300 molecule like family member b
TRIM73	ENSG00000178809	tripartite motif containing 73
OPLAH	ENSG00000178814	5-oxoprolinase, ATP-hydrolysing
EFCAB13	ENSG00000178852	EF-hand calcium binding domain 13
APOLD1	ENSG00000178878	apolipoprotein L domain containing 1
DPY19L3	ENSG00000178904	dpy-19 like C-mannosyltransferase 3
SMIM10L2A	ENSG00000178947	small integral membrane protein 10 like 2A
SELENOW	ENSG00000178980	selenoprotein W
RRS1	ENSG00000179041	ribosome biogenesis regulator 1 homolog
RCC2	ENSG00000179051	regulator of chromosome condensation 2
IGSF22	ENSG00000179057	immunoglobulin superfamily member 22
C12orf42	ENSG00000179088	chromosome 12 open reading frame 42
HTR1F	ENSG00000179097	5-hydroxytryptamine receptor 1F
FUCA1	ENSG00000179163	alpha-L-fucosidase 1
ZNF664	ENSG00000179195	zinc finger protein 664
MAGED1	ENSG00000179222	MAGE family member D1
LDLRAD3	ENSG00000179241	low density lipoprotein receptor class A domain containing 3
CDH4	ENSG00000179242	cadherin 4
NSUN7	ENSG00000179299	NOP2/Sun RNA methyltransferase family member 7
CATSPERE	ENSG00000179397	catsper channel auxiliary subunit epsilon
VWA1	ENSG00000179403	von Willebrand factor A domain containing 1
MKRN3	ENSG00000179455	makorin ring finger protein 3
ZBTB18	ENSG00000179456	zinc finger and BTB domain containing 18
EIF3J-DT	ENSG00000179523	EIF3J divergent transcript
SLITRK4	ENSG00000179542	SLIT and NTRK like family member 4
LACC1	ENSG00000179630	laccase domain containing 1
APOBEC3B	ENSG00000179750	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
MYADM	ENSG00000179820	myeloid associated differentiation marker
AKAP5	ENSG00000179841	A-kinase anchoring protein 5
GIPC3	ENSG00000179855	GIPC PDZ domain containing family member 3
ZNF154	ENSG00000179909	zinc finger protein 154
TSHZ1	ENSG00000179981	teashirt zinc finger homeobox 1
TMEM150B	ENSG00000180061	transmembrane protein 150B
RCC1	ENSG00000180198	regulator of chromosome condensation 1
HERC2P3	ENSG00000180229	hect domain and RLD 2 pseudogene 3
FGD6	ENSG00000180263	FYVE, RhoGEF and PH domain containing 6
MTURN	ENSG00000180354	maturin, neural progenitor differentiation regulator homolog
GAS1	ENSG00000180447	growth arrest specific 1
ZNF571	ENSG00000180479	zinc finger protein 571
C9orf139	ENSG00000180539	chromosome 9 open reading frame 139
TSPYL5	ENSG00000180543	TSPY like 5
FUT7	ENSG00000180549	fucosyltransferase 7
SKIDA1	ENSG00000180592	SKI/DACH domain containing 1
SSTR2	ENSG00000180616	somatostatin receptor 2
PCGF5	ENSG00000180628	polycomb group ring finger 5
TMEM64	ENSG00000180694	transmembrane protein 64
LINC02363	ENSG00000180712	long intergenic non-protein coding RNA 2363
SHISA2	ENSG00000180730	shisa family member 2
GPR157	ENSG00000180758	G protein-coupled receptor 157
CHST13	ENSG00000180767	carbohydrate sulfotransferase 13
WDFY3-AS2	ENSG00000180769	WDFY3 antisense RNA 2
SLC36A4	ENSG00000180773	solute carrier family 36 member 4
MAP3K15	ENSG00000180815	mitogen-activated protein kinase kinase kinase 15
PPA1	ENSG00000180817	inorganic pyrophosphatase 1
PDIA3P1	ENSG00000180867	protein disulfide isomerase family A member 3 pseudogene 1
CAPS2	ENSG00000180881	calcyphosine 2
CUEDC1	ENSG00000180891	CUE domain containing 1
KCTD2	ENSG00000180901	potassium channel tetramerization domain containing 2
OXTR	ENSG00000180914	oxytocin receptor
NQO1	ENSG00000181019	NAD(P)H quinone dehydrogenase 1
AEN	ENSG00000181026	apoptosis enhancing nuclease
RPH3AL	ENSG00000181031	rabphilin 3A like (without C2 domains)
SLC26A11	ENSG00000181045	solute carrier family 26 member 11
F2R	ENSG00000181104	coagulation factor II thrombin receptor
C4orf50	ENSG00000181215	chromosome 4 open reading frame 50
ZNF746	ENSG00000181220	zinc finger protein 746
TLCD5	ENSG00000181264	TLC domain containing 5
DDX60L	ENSG00000181381	DExD/H-box 60 like
OGFOD3	ENSG00000181396	2-oxoglutarate and iron dependent oxygenase domain containing 3
ZNF467	ENSG00000181444	zinc finger protein 467
SGSH	ENSG00000181523	N-sulfoglucosamine sulfohydrolase
TMIE	ENSG00000181585	transmembrane inner ear
MEX3D	ENSG00000181588	mex-3 RNA binding family member D
ATG9B	ENSG00000181652	autophagy related 9B
PLAG1	ENSG00000181690	PLAG1 zinc finger
AMIGO1	ENSG00000181754	adhesion molecule with Ig like domain 1
ADGRB1	ENSG00000181790	adhesion G protein-coupled receptor B1
SLC9A9	ENSG00000181804	solute carrier family 9 member A9
CLDN7	ENSG00000181885	claudin 7
LINC02724	ENSG00000181908	long intergenic non-protein coding RNA 2724
CCDC149	ENSG00000181982	coiled-coil domain containing 149
RTKN2	ENSG00000182010	rhotekin 2
PNMA8A	ENSG00000182013	PNMA family member 8A
CHST15	ENSG00000182022	carbohydrate sulfotransferase 15
TRPC2	ENSG00000182048	transient receptor potential cation channel subfamily C member 2 (pseudogene)
TNRC18	ENSG00000182095	trinucleotide repeat containing 18
FAM89A	ENSG00000182118	family with sequence similarity 89 member A
TDRKH	ENSG00000182134	tudor and KH domain containing
MRPL41	ENSG00000182154	mitochondrial ribosomal protein L41
CREB3L2	ENSG00000182158	cAMP responsive element binding protein 3 like 2
P2RY8	ENSG00000182162	P2Y receptor family member 8
RGMA	ENSG00000182175	repulsive guidance molecule BMP co-receptor a
SHISAL2A	ENSG00000182183	shisa like 2A
LDOC1	ENSG00000182195	LDOC1 regulator of NFKB signaling
EXT1	ENSG00000182197	exostosin glycosyltransferase 1
MOB2	ENSG00000182208	MOB kinase activator 2
FAM153B	ENSG00000182230	family with sequence similarity 153 member B
UBE2E2	ENSG00000182247	ubiquitin conjugating enzyme E2 E2
SYNM	ENSG00000182253	synemin
B4GALNT4	ENSG00000182272	beta-1,4-N-acetyl-galactosaminyltransferase 4
AP1S2	ENSG00000182287	adaptor related protein complex 1 subunit sigma 2
SPACA6	ENSG00000182310	sperm acrosome associated 6
YBEY	ENSG00000182362	ybeY metalloendoribonuclease
CLN8	ENSG00000182372	CLN8 transmembrane ER and ERGIC protein
CACNB4	ENSG00000182389	calcium voltage-gated channel auxiliary subunit beta 4
NPLOC4	ENSG00000182446	NPL4 homolog, ubiquitin recognition factor
TSHZ2	ENSG00000182463	teashirt zinc finger homeobox 2
CAPN12	ENSG00000182472	calpain 12
NCF1B	ENSG00000182487	neutrophil cytosolic factor 1B pseudogene
FES	ENSG00000182511	FES proto-oncogene, tyrosine kinase
MXRA7	ENSG00000182534	matrix remodeling associated 7
SPNS3	ENSG00000182557	sphingolipid transporter 3 (putative)
SATB1	ENSG00000182568	SATB homeobox 1
CSF1R	ENSG00000182578	colony stimulating factor 1 receptor
EPHB3	ENSG00000182580	EPH receptor B3
HS3ST4	ENSG00000182601	heparan sulfate-glucosamine 3-sulfotransferase 4
TSPAN10	ENSG00000182612	tetraspanin 10
PLCB1	ENSG00000182621	phospholipase C beta 1
NDN	ENSG00000182636	necdin, MAGE family member
TTC3	ENSG00000182670	tetratricopeptide repeat domain 3
TSKU	ENSG00000182704	tsukushi, small leucine rich proteoglycan
ANXA2	ENSG00000182718	annexin A2
RGS6	ENSG00000182732	regulator of G protein signaling 6
HOXB4	ENSG00000182742	homeobox B4
PAQR7	ENSG00000182749	progestin and adipoQ receptor family member 7
CRIP2	ENSG00000182809	cysteine rich protein 2
ACBD3	ENSG00000182827	acyl-CoA binding domain containing 3
VMO1	ENSG00000182853	vitelline membrane outer layer 1 homolog
LCK	ENSG00000182866	LCK proto-oncogene, Src family tyrosine kinase
COL18A1	ENSG00000182871	collagen type XVIII alpha 1 chain
ZNF721	ENSG00000182903	zinc finger protein 721
TSPEAR-AS2	ENSG00000182912	TSPEAR antisense RNA 2
CEP63	ENSG00000182923	centrosomal protein 63
SPATA13	ENSG00000182957	spermatogenesis associated 13
GJC1	ENSG00000182963	gap junction protein gamma 1
ZNF662	ENSG00000182983	zinc finger protein 662
PYCR1	ENSG00000183010	pyrroline-5-carboxylate reductase 1
SPNS2	ENSG00000183018	sphingolipid transporter 2
SLC8A1	ENSG00000183023	solute carrier family 8 member A1
ABAT	ENSG00000183044	4-aminobutyrate aminotransferase
CAMK1D	ENSG00000183049	calcium/calmodulin dependent protein kinase ID
LYSMD4	ENSG00000183060	LysM domain containing 4
WBP2NL	ENSG00000183066	WBP2 N-terminal like
BEGAIN	ENSG00000183092	brain enriched guanylate kinase associated
GPC6	ENSG00000183098	glypican 6
CSMD1	ENSG00000183117	CUB and Sushi multiple domains 1
PTGDR2	ENSG00000183134	prostaglandin D2 receptor 2
RIPPLY3	ENSG00000183145	ripply transcriptional repressor 3
GPR19	ENSG00000183150	G protein-coupled receptor 19
CALN1	ENSG00000183166	calneuron 1
C2CD4C	ENSG00000183186	C2 calcium dependent domain containing 4C
WT1-AS	ENSG00000183242	WT1 antisense RNA
PRR36	ENSG00000183248	proline rich 36
PTTG1IP	ENSG00000183255	PTTG1 interacting protein
PLGLB1	ENSG00000183281	plasminogen like B1
TMEM121B	ENSG00000183307	transmembrane protein 121B
EPHA10	ENSG00000183317	EPH receptor A10
CCDC125	ENSG00000183323	coiled-coil domain containing 125
FHL3	ENSG00000183386	four and a half LIM domains 3
CCDC159	ENSG00000183401	coiled-coil domain containing 159
RIPK4	ENSG00000183421	receptor interacting serine/threonine kinase 4
URAD	ENSG00000183463	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase
GPR132	ENSG00000183484	G protein-coupled receptor 132
MX2	ENSG00000183486	MX dynamin like GTPase 2
MEX3B	ENSG00000183496	mex-3 RNA binding family member B
PSMG1	ENSG00000183527	proteasome assembly chaperone 1
SERHL2	ENSG00000183569	serine hydrolase like 2
PCBP3	ENSG00000183570	poly(rC) binding protein 3
ZNRF3	ENSG00000183579	zinc and ring finger 3
ZNF438	ENSG00000183621	zinc finger protein 438
HMCES	ENSG00000183624	5-hydroxymethylcytosine binding, ES cell specific
KLHL25	ENSG00000183655	kelch like family member 25
RFLNB	ENSG00000183688	refilin B
EFHC2	ENSG00000183690	EF-hand domain containing 2
NOG	ENSG00000183691	noggin
LHFPL6	ENSG00000183722	LHFPL tetraspan subfamily member 6
CMTM4	ENSG00000183723	CKLF like MARVEL transmembrane domain containing 4
ASCL2	ENSG00000183734	achaete-scute family bHLH transcription factor 2
CBX6	ENSG00000183741	chromobox 6
SLC35F3	ENSG00000183780	solute carrier family 35 member F3
DOCK8-AS1	ENSG00000183784	DOCK8 antisense RNA 1
NPIPA5	ENSG00000183793	nuclear pore complex interacting protein family member A5
NUDT14	ENSG00000183828	nudix hydrolase 14
PNMA3	ENSG00000183837	PNMA family member 3
FAM3B	ENSG00000183844	FAM3 metabolism regulating signaling molecule B
KIRREL1	ENSG00000183853	kirre like nephrin family adhesion molecule 1
SCN5A	ENSG00000183873	sodium voltage-gated channel alpha subunit 5
TTC32	ENSG00000183891	tetratricopeptide repeat domain 32
DUSP5P1	ENSG00000183929	dual specificity phosphatase 5 pseudogene 1
HTR7P1	ENSG00000183935	5-hydroxytryptamine receptor 7 pseudogene 1
KCNH8	ENSG00000183960	potassium voltage-gated channel subfamily H member 8
SMTN	ENSG00000183963	smoothelin
ST6GALNAC3	ENSG00000184005	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
DENND5A	ENSG00000184014	DENN domain containing 5A
ADAP2	ENSG00000184060	ArfGAP with dual PH domains 2
FAM120C	ENSG00000184083	family with sequence similarity 120C
KCNQ3	ENSG00000184156	potassium voltage-gated channel subfamily Q member 3
UBE2F	ENSG00000184182	ubiquitin conjugating enzyme E2 F (putative)
KCNJ12	ENSG00000184185	potassium inwardly rectifying channel subfamily J member 12
GPR173	ENSG00000184194	G protein-coupled receptor 173
C22orf46	ENSG00000184208	chromosome 22 open reading frame 46
OLIG1	ENSG00000184221	oligodendrocyte transcription factor 1
PCDH9	ENSG00000184226	protocadherin 9
OAF	ENSG00000184232	out at first homolog
POU6F1	ENSG00000184271	POU class 6 homeobox 1
CLECL1	ENSG00000184293	C-type lectin like 1
ZDHHC23	ENSG00000184307	zinc finger DHHC-type palmitoyltransferase 23
PKP3	ENSG00000184363	plakophilin 3
MAP7D2	ENSG00000184368	MAP7 domain containing 2
CSF1	ENSG00000184371	colony stimulating factor 1
MAML2	ENSG00000184384	mastermind like transcriptional coactivator 2
UMODL1-AS1	ENSG00000184385	UMODL1 antisense RNA 1
TOP1MT	ENSG00000184428	DNA topoisomerase I mitochondrial
KNTC1	ENSG00000184445	kinetochore associated 1
NCMAP	ENSG00000184454	non-compact myelin associated protein
PTP4A3	ENSG00000184489	protein tyrosine phosphatase 4A3
XPOT	ENSG00000184575	exportin for tRNA
SNN	ENSG00000184602	stannin
SEPTIN9	ENSG00000184640	septin 9
AMER1	ENSG00000184675	APC membrane recruitment protein 1
LRRC26	ENSG00000184709	leucine rich repeat containing 26
RNLS	ENSG00000184719	renalase, FAD dependent amine oxidase
FAM110C	ENSG00000184731	family with sequence similarity 110 member C
ARMCX2	ENSG00000184867	armadillo repeat containing X-linked 2
BTBD6	ENSG00000184887	BTB domain containing 6
JAG2	ENSG00000184916	jagged canonical Notch ligand 2
WT1	ENSG00000184937	WT1 transcription factor
FAM227A	ENSG00000184949	family with sequence similarity 227 member A
USP18	ENSG00000184979	ubiquitin specific peptidase 18
SORCS2	ENSG00000184985	sortilin related VPS10 domain containing receptor 2
TMEM121	ENSG00000184986	transmembrane protein 121
F8	ENSG00000185010	coagulation factor VIII
CA13	ENSG00000185015	carbonic anhydrase 13
UBOX5	ENSG00000185019	U-box domain containing 5
BRF1	ENSG00000185024	BRF1 RNA polymerase III transcription initiation factor subunit
LRRC14B	ENSG00000185028	leucine rich repeat containing 14B
FAM43A	ENSG00000185112	family with sequence similarity 43 member A
INPP5J	ENSG00000185133	inositol polyphosphate-5-phosphatase J
MIXL1	ENSG00000185155	Mix paired-like homeobox
MFSD6L	ENSG00000185156	major facilitator superfamily domain containing 6 like
LRRC37B	ENSG00000185158	leucine rich repeat containing 37B
PRSS57	ENSG00000185198	serine protease 57
IFITM2	ENSG00000185201	interferon induced transmembrane protein 2
TNFAIP2	ENSG00000185215	TNF alpha induced protein 2
TCEAL9	ENSG00000185222	transcription elongation factor A like 9
PPIL6	ENSG00000185250	peptidylprolyl isomerase like 6
CDNF	ENSG00000185267	cerebral dopamine neurotrophic factor
KLHL33	ENSG00000185271	kelch like family member 33
RBM11	ENSG00000185272	RNA binding motif protein 11
CCDC137	ENSG00000185298	coiled-coil domain containing 137
TCN2	ENSG00000185339	transcobalamin 2
GAS2L1	ENSG00000185340	growth arrest specific 2 like 1
ATP6V0A2	ENSG00000185344	ATPase H+ transporting V0 subunit a2
TEDC1	ENSG00000185347	tubulin epsilon and delta complex 1
TNFAIP8L1	ENSG00000185361	TNF alpha induced protein 8 like 1
MAPK11	ENSG00000185386	mitogen-activated protein kinase 11
METTL7A	ENSG00000185432	methyltransferase like 7A
IFNLR1	ENSG00000185436	interferon lambda receptor 1
GPRIN3	ENSG00000185477	GPRIN family member 3
STAC3	ENSG00000185482	SH3 and cysteine rich domain 3
ROR1	ENSG00000185483	receptor tyrosine kinase like orphan receptor 1
SDHAP1	ENSG00000185485	succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
IRF7	ENSG00000185507	interferon regulatory factor 7
SV2B	ENSG00000185518	synaptic vesicle glycoprotein 2B
LMNTD2	ENSG00000185522	lamin tail domain containing 2
PDE6G	ENSG00000185527	phosphodiesterase 6G
PRKG1	ENSG00000185532	protein kinase cGMP-dependent 1
OLFML2A	ENSG00000185585	olfactomedin like 2A
WASH3P	ENSG00000185596	WASP family homolog 3, pseudogene
NDUFA4L2	ENSG00000185633	NDUFA4 mitochondrial complex associated like 2
SNAI3	ENSG00000185669	snail family transcriptional repressor 3
PRAME	ENSG00000185686	PRAME nuclear receptor transcriptional regulator
MYBL1	ENSG00000185697	MYB proto-oncogene like 1
ADARB2	ENSG00000185736	adenosine deaminase RNA specific B2 (inactive)
IFIT1	ENSG00000185745	interferon induced protein with tetratricopeptide repeats 1
KCNQ5	ENSG00000185760	potassium voltage-gated channel subfamily Q member 5
PIGP	ENSG00000185808	phosphatidylinositol glycan anchor biosynthesis class P
IKZF1	ENSG00000185811	IKAROS family zinc finger 1
PCYT2	ENSG00000185813	phosphate cytidylyltransferase 2, ethanolamine
NAT8L	ENSG00000185818	N-acetyltransferase 8 like
GNB1L	ENSG00000185838	G protein subunit beta 1 like
ZNF829	ENSG00000185869	zinc finger protein 829
IFITM1	ENSG00000185885	interferon induced transmembrane protein 1
C16orf54	ENSG00000185905	chromosome 16 open reading frame 54
PTCH1	ENSG00000185920	patched 1
RTN4RL1	ENSG00000185924	reticulon 4 receptor like 1
RASA3	ENSG00000185989	RAS p21 protein activator 3
ATP4B	ENSG00000186009	ATPase H+/K+ transporting subunit beta
DLEU7	ENSG00000186047	deleted in lymphocytic leukemia 7
CD300LF	ENSG00000186074	CD300 molecule like family member f
GSAP	ENSG00000186088	gamma-secretase activating protein
CYP2R1	ENSG00000186104	cytochrome P450 family 2 subfamily R member 1
ZNRF1	ENSG00000186187	zinc and ring finger 1
SAPCD2	ENSG00000186193	suppressor APC domain containing 2
EDARADD	ENSG00000186197	EDAR associated death domain
BLOC1S4	ENSG00000186222	biogenesis of lysosomal organelles complex 1 subunit 4
KLHL32	ENSG00000186231	kelch like family member 32
LINC02610	ENSG00000186235	long intergenic non-protein coding RNA 2610
BTLA	ENSG00000186265	B and T lymphocyte associated
GPAT2	ENSG00000186281	glycerol-3-phosphate acyltransferase 2, mitochondrial
MST1P2	ENSG00000186301	macrophage stimulating 1 pseudogene 2
RXRA	ENSG00000186350	retinoid X receptor alpha
C9orf47	ENSG00000186354	chromosome 9 open reading frame 47
ZNF75D	ENSG00000186376	zinc finger protein 75D
GOLGA8R	ENSG00000186399	golgin A8 family member R
NKRF	ENSG00000186416	NFKB repressing factor
GNG2	ENSG00000186469	G protein subunit gamma 2
INSIG1	ENSG00000186480	insulin induced gene 1
ANKRD20A5P	ENSG00000186481	ankyrin repeat domain 20 family member A5, pseudogene
MYT1L	ENSG00000186487	myelin transcription factor 1 like
FAM86B1	ENSG00000186523	family with sequence similarity 86 member B1
CEACAM19	ENSG00000186567	CEA cell adhesion molecule 19
SMIM29	ENSG00000186577	small integral membrane protein 29
SPATC1	ENSG00000186583	spermatogenesis and centriole associated 1
UBE2H	ENSG00000186591	ubiquitin conjugating enzyme E2 H
KTN1-AS1	ENSG00000186615	KTN1 antisense RNA 1
CARMIL3	ENSG00000186648	capping protein regulator and myosin 1 linker 3
PRR5	ENSG00000186654	proline rich 5
MST1L	ENSG00000186715	macrophage stimulating 1 like
BCR	ENSG00000186716	BCR activator of RhoGEF and GTPase
SPIN4	ENSG00000186767	spindlin family member 4
CXCR3	ENSG00000186810	C-X-C motif chemokine receptor 3
TPCN1	ENSG00000186815	two pore segment channel 1
LILRB4	ENSG00000186818	leukocyte immunoglobulin like receptor B4
PDZD7	ENSG00000186862	PDZ domain containing 7
TMEM17	ENSG00000186889	transmembrane protein 17
TNFRSF18	ENSG00000186891	TNF receptor superfamily member 18
RTN4RL2	ENSG00000186907	reticulon 4 receptor like 2
KANK3	ENSG00000186994	KN motif and ankyrin repeat domains 3
EMID1	ENSG00000186998	EMI domain containing 1
C3orf70	ENSG00000187068	chromosome 3 open reading frame 70
PLCD1	ENSG00000187091	phospholipase C delta 1
ENTPD5	ENSG00000187097	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)
RNF220	ENSG00000187147	ring finger protein 220
TSPYL4	ENSG00000187189	TSPY like 4
FNBP1	ENSG00000187239	formin binding protein 1
DYNC2H1	ENSG00000187240	dynein cytoplasmic 2 heavy chain 1
WDR86	ENSG00000187260	WD repeat domain 86
PCDHB13	ENSG00000187372	protocadherin beta 13
MAGI2	ENSG00000187391	membrane associated guanylate kinase, WW and PDZ domain containing 2
ZNF385C	ENSG00000187595	zinc finger protein 385C
ZNF286A	ENSG00000187607	zinc finger protein 286A
ISG15	ENSG00000187608	ISG15 ubiquitin like modifier
EXD3	ENSG00000187609	exonuclease 3'-5' domain containing 3
VMAC	ENSG00000187650	vimentin type intermediate filament associated coiled-coil protein
B3GLCT	ENSG00000187676	beta 3-glucosyltransferase
SPRY4	ENSG00000187678	sprouty RTK signaling antagonist 4
KBTBD12	ENSG00000187715	kelch repeat and BTB domain containing 12
GABRD	ENSG00000187730	gamma-aminobutyric acid type A receptor subunit delta
CARD9	ENSG00000187796	caspase recruitment domain family member 9
PEAR1	ENSG00000187800	platelet endothelial aggregation receptor 1
SOWAHD	ENSG00000187808	sosondowah ankyrin repeat domain family member D
CLEC17A	ENSG00000187912	C-type lectin domain containing 17A
LCN10	ENSG00000187922	lipocalin 10
LDLRAD2	ENSG00000187942	low density lipoprotein receptor class A domain containing 2
PMS2CL	ENSG00000187953	PMS2 C-terminal like pseudogene
ZSCAN23	ENSG00000187987	zinc finger and SCAN domain containing 23
RINL	ENSG00000187994	Ras and Rab interactor like
UBQLN2	ENSG00000188021	ubiquilin 2
RILPL1	ENSG00000188026	Rab interacting lysosomal protein like 1
ARL4C	ENSG00000188042	ADP ribosylation factor like GTPase 4C
TREML4	ENSG00000188056	triggering receptor expressed on myeloid cells like 4
C6orf132	ENSG00000188112	chromosome 6 open reading frame 132
ZNF626	ENSG00000188171	zinc finger protein 626
ZNF793	ENSG00000188227	zinc finger protein 793
AGAP4	ENSG00000188234	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
RUFY4	ENSG00000188282	RUN and FYVE domain containing 4
PLSCR1	ENSG00000188313	phospholipid scramblase 1
SBK1	ENSG00000188322	SH3 domain binding kinase 1
FOCAD	ENSG00000188352	focadhesin
ZP3	ENSG00000188372	zona pellucida glycoprotein 3
JAKMIP3	ENSG00000188385	Janus kinase and microtubule interacting protein 3
PDCD1	ENSG00000188389	programmed cell death 1
TCTEX1D4	ENSG00000188396	Tctex1 domain containing 4
C22orf34	ENSG00000188511	chromosome 22 open reading frame 34
GOLGA8M	ENSG00000188626	golgin A8 family member M
RTL6	ENSG00000188636	retrotransposon Gag like 6
SAXO2	ENSG00000188659	stabilizer of axonemal microtubules 2
PARVB	ENSG00000188677	parvin beta
TEKT4P2	ENSG00000188681	tektin 4 pseudogene 2
ZDHHC9	ENSG00000188706	zinc finger DHHC-type palmitoyltransferase 9
FAM221A	ENSG00000188732	family with sequence similarity 221 member A
TMEM120B	ENSG00000188735	transmembrane protein 120B
FSIP2	ENSG00000188738	fibrous sheath interacting protein 2
NOXA1	ENSG00000188747	NADPH oxidase activator 1
ZNF548	ENSG00000188785	zinc finger protein 548
MTF1	ENSG00000188786	metal regulatory transcription factor 1
CALHM6	ENSG00000188820	calcium homeostasis modulator family member 6
CNR2	ENSG00000188822	cannabinoid receptor 2
BEND4	ENSG00000188848	BEN domain containing 4
HACD4	ENSG00000188921	3-hydroxyacyl-CoA dehydratase 4
USP32P1	ENSG00000188933	ubiquitin specific peptidase 32 pseudogene 1
FAM111B	ENSG00000189057	family with sequence similarity 111 member B
LITAF	ENSG00000189067	lipopolysaccharide induced TNF factor
FAM47E	ENSG00000189157	family with sequence similarity 47 member E
S100A13	ENSG00000189171	S100 calcium binding protein A13
PCDH18	ENSG00000189184	protocadherin 18
ZNF600	ENSG00000189190	zinc finger protein 600
PAX8-AS1	ENSG00000189223	PAX8 antisense RNA 1
FHIT	ENSG00000189283	fragile histidine triad diadenosine triphosphatase
ALKAL2	ENSG00000189292	ALK and LTK ligand 2
RRP7A	ENSG00000189306	ribosomal RNA processing 7 homolog A
FAM53B	ENSG00000189319	family with sequence similarity 53 member B
KAZN	ENSG00000189337	kazrin, periplakin interacting protein
USP32P3	ENSG00000189423	ubiquitin specific peptidase 32 pseudogene 3
SYCP2	ENSG00000196074	synaptonemal complex protein 2
IL1RAP	ENSG00000196083	interleukin 1 receptor accessory protein
HLA-DRB1	ENSG00000196126	major histocompatibility complex, class II, DR beta 1
MYT1	ENSG00000196132	myelin transcription factor 1
AKR1C3	ENSG00000196139	aldo-keto reductase family 1 member C3
SPATS2L	ENSG00000196141	spermatogenesis associated serine rich 2 like
S100A4	ENSG00000196154	S100 calcium binding protein A4
PLEKHG4	ENSG00000196155	pleckstrin homology and RhoGEF domain containing G4
FAT4	ENSG00000196159	FAT atypical cadherin 4
ZNF681	ENSG00000196172	zinc finger protein 681
SEMA4A	ENSG00000196189	semaphorin 4A
GREB1	ENSG00000196208	growth regulating estrogen receptor binding 1
SIRPB2	ENSG00000196209	signal regulatory protein beta 2
SRGAP3	ENSG00000196220	SLIT-ROBO Rho GTPase activating protein 3
ZNF107	ENSG00000196247	zinc finger protein 107
ZNF471	ENSG00000196263	zinc finger protein 471
GTF2IRD2	ENSG00000196275	GTF2I repeat domain containing 2
SUPT3H	ENSG00000196284	SPT3 homolog, SAGA and STAGA complex component
STK31	ENSG00000196335	serine/threonine kinase 31
ZKSCAN7	ENSG00000196345	zinc finger with KRAB and SCAN domains 7
NTNG2	ENSG00000196358	netrin G2
NUDT11	ENSG00000196368	nudix hydrolase 11
ASB13	ENSG00000196372	ankyrin repeat and SOCS box containing 13
ZNF34	ENSG00000196378	zinc finger protein 34
ZNF774	ENSG00000196391	zinc finger protein 774
PTPN1	ENSG00000196396	protein tyrosine phosphatase non-receptor type 1
EPHB4	ENSG00000196411	EPH receptor B4
PPP1R26	ENSG00000196422	protein phosphatase 1 regulatory subunit 26
NPIPB15	ENSG00000196436	nuclear pore complex interacting protein family member B15
RFX8	ENSG00000196460	RFX family member 8, lacking RFX DNA binding domain
ZNF799	ENSG00000196466	zinc finger protein 799
SULT1A1	ENSG00000196502	sulfotransferase family 1A member 1
ARL9	ENSG00000196503	ADP ribosylation factor like GTPase 9
TCEAL3	ENSG00000196507	transcription elongation factor A like 3
AFAP1	ENSG00000196526	actin filament associated protein 1
BORCS6	ENSG00000196544	BLOC-1 related complex subunit 6
MME	ENSG00000196549	membrane metalloendopeptidase
CACNA1H	ENSG00000196557	calcium voltage-gated channel subunit alpha1 H
AJAP1	ENSG00000196581	adherens junctions associated protein 1
MRTFA	ENSG00000196588	myocardin related transcription factor A
HDAC2	ENSG00000196591	histone deacetylase 2
TCF4	ENSG00000196628	transcription factor 4
SDHAF3	ENSG00000196636	succinate dehydrogenase complex assembly factor 3
ZNF502	ENSG00000196653	zinc finger protein 502
TECPR2	ENSG00000196663	tectonin beta-propeller repeat containing 2
TLR7	ENSG00000196664	toll like receptor 7
LINC00173	ENSG00000196668	long intergenic non-protein coding RNA 173
HSH2D	ENSG00000196684	hematopoietic SH2 domain containing
ZNF512B	ENSG00000196700	zinc finger protein 512B
AMZ2	ENSG00000196704	archaelysin family metallopeptidase 2
ZNF418	ENSG00000196724	zinc finger protein 418
DAPK1	ENSG00000196730	death associated protein kinase 1
COL27A1	ENSG00000196739	collagen type XXVII alpha 1 chain
GM2A	ENSG00000196743	GM2 ganglioside activator
TLE1	ENSG00000196781	TLE family member 1, transcriptional corepressor
MAML3	ENSG00000196782	mastermind like transcriptional coactivator 3
ZNF239	ENSG00000196793	zinc finger protein 239
